persid,hhid,persno,primary_mode_raw,travel_mode_3,hhinc_group,hh_income_3,anzsco1,occupation_5,homesubregion_asgs_person,homeregion_asgs_person,region_3,studying,anywork,edu_status_3,agegroup,age_stage_4,totalvehs,veh_own_3,sex,relationship,owndwell,homelga,persinc,perspoststratweight,hhpoststratweight,main_journey_duration_min
Y24H6080101P01,Y24H6080101,1,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Male,Self,Being Purchased,Mornington Peninsula (S),"$1,500-$1,749 ($78,000-$90,999)",780.694043505,566.5626716,29.0
Y24H6080102P01,Y24H6080102,1,Vehicle Driver,Private,"$1,500-$1,749 ($78,000-$90,999)",Medium,Labourers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,2,2+ cars,Male,Self,Being Rented,Mornington Peninsula (S),"$1,500-$1,749 ($78,000-$90,999)",531.525391404,605.1923224,75.0
Y24H6080108P01,Y24H6080108,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,2,2+ cars,Male,Self,Being Purchased,Mornington Peninsula (S),"$2,000-$2,999 ($104,000-$155,999)",517.536916177,536.601114,16.0
Y24H6080110P02,Y24H6080110,2,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Clerical and Administrative Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,2,2+ cars,Female,Spouse,Being Purchased,Mornington Peninsula (S),"$1-$149 ($1-$7,799)",531.545728268,628.212339,90.0
Y24H6080118P02,Y24H6080118,2,Vehicle Driver,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Male,Spouse,Being Rented,Mornington Peninsula (S),"$300-$399 ($15,600-$20,799)",653.424387317,641.6571738,75.0
Y24H6080118P03,Y24H6080118,3,Vehicle Passenger,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,2,2+ cars,Female,Child,Being Rented,Mornington Peninsula (S),"$150-$299 ($7,800-$15,599)",845.05771873,641.6571738,34.0
Y24H6080118P04,Y24H6080118,4,Vehicle Passenger,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Sales Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,Yes,Currently Studying,15->19,Children,2,2+ cars,Female,Child,Being Rented,Mornington Peninsula (S),Negative income,589.757286246,641.6571738,15.0
Y24H6080118P05,Y24H6080118,5,Vehicle Passenger,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Female,Child,Being Rented,Mornington Peninsula (S),Nil income,612.13242831,641.6571738,5.0
Y24H6080123P02,Y24H6080123,2,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Clerical and Administrative Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,2,2+ cars,Female,Spouse,Being Purchased,Mornington Peninsula (S),"$1,000-$1,249 ($52,000-$64,999)",544.065726332,585.5419849,81.0
Y24H6080123P03,Y24H6080123,3,School Bus,Public,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,2,2+ cars,Male,Child,Being Purchased,Mornington Peninsula (S),"$1-$149 ($1-$7,799)",721.345936736,585.5419849,15.0
Y24H6080123P04,Y24H6080123,4,Vehicle Passenger,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Male,Child,Being Purchased,Mornington Peninsula (S),Nil income,522.519622174,585.5419849,5.0
Y24H6080123P05,Y24H6080123,5,Vehicle Passenger,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Female,Child,Being Purchased,Mornington Peninsula (S),Nil income,664.064393776,585.5419849,5.0
Y24H6080126P01,Y24H6080126,1,Walking,Active,"$1,000-$1,249 ($52,000-$64,999)",Medium,Not in Work Force,Not in workforce,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,No,"Not Studying, Not Working",70->74,Seniors,0,No car,Male,Self,Being Rented,Mornington Peninsula (S),"$1,000-$1,249 ($52,000-$64,999)",147.037359388,181.2921866,14.0
Y24H6080132P01,Y24H6080132,1,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Male,Self,Being Purchased,Mornington Peninsula (S),"$2,000-$2,999 ($104,000-$155,999)",537.089089042,524.3015862,30.0
Y24H6080132P02,Y24H6080132,2,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Female,Spouse,Being Purchased,Mornington Peninsula (S),"$500-$649 ($26,000-$33,799)",517.427961038,524.3015862,29.0
Y24H6080139P01,Y24H6080139,1,Vehicle Driver,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",70->74,Seniors,2,2+ cars,Male,Self,Fully Owned,Mornington Peninsula (S),"$1,000-$1,249 ($52,000-$64,999)",287.402194063,507.7553749,15.0
Y24H6080304P03,Y24H6080304,3,Vehicle Passenger,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Secondary,No,Currently Studying,15->19,Children,2,2+ cars,Female,Child,Fully Owned,Hobsons Bay (C),Nil income,369.83245925,301.0688828,15.0
Y24H6080305P02,Y24H6080305,2,Vehicle Passenger,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Not in Work Force,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,1,1 car,Female,Child,Being Rented,Hobsons Bay (C),Nil income,367.406566055,261.2443347,7.0
Y24H6080308P02,Y24H6080308,2,Train,Public,"$3,000-$3,499 ($156,000-$181,999)",High,Managers,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,2,2+ cars,Female,Spouse,Being Purchased,Hobsons Bay (C),"$2,000-$2,999 ($104,000-$155,999)",243.437250575,278.4011113,36.0
Y24H6080308P03,Y24H6080308,3,Train,Public,"$3,000-$3,499 ($156,000-$181,999)",High,Not in Work Force,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Secondary,No,Currently Studying,15->19,Children,2,2+ cars,Male,Child,Being Purchased,Hobsons Bay (C),"$1-$149 ($1-$7,799)",265.979383197,278.4011113,23.0
Y24H6080309P01,Y24H6080309,1,Vehicle Driver,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",55->59,Adults,2,2+ cars,Female,Self,Fully Owned,Hobsons Bay (C),"$1,250-$1,499 ($65,000-$77,999)",429.908056352,380.4636919,61.0
Y24H6080309P02,Y24H6080309,2,Vehicle Driver,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",55->59,Adults,2,2+ cars,Male,Spouse,Fully Owned,Hobsons Bay (C),"$3,000-$3,499 ($156,000-$181,999)",334.359324628,380.4636919,13.0
Y24H6080311P03,Y24H6080311,3,Vehicle Passenger,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Not in Work Force,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Secondary,No,Currently Studying,15->19,Children,1,1 car,Female,Child,Being Purchased,Hobsons Bay (C),Nil income,292.842557699,238.3938442,16.0
Y24H6080311P04,Y24H6080311,4,Vehicle Passenger,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Not in Work Force,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Secondary,Not applicable,Currently Studying,10->14,Children,1,1 car,Male,Child,Being Purchased,Hobsons Bay (C),Nil income,335.114458332,238.3938442,7.0
Y24H6080317P01,Y24H6080317,1,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Clerical and Administrative Workers,Clerical/Service workers,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,1,1 car,Female,Self,Being Purchased,Hobsons Bay (C),"$1,500-$1,749 ($78,000-$90,999)",172.094286051,249.93575,13.0
Y24H6080317P03,Y24H6080317,3,Walking,Active,"$5,000-$5,999 ($260,000-$311,999)",High,Not in Work Force,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,1,1 car,Male,Child,Being Purchased,Hobsons Bay (C),Nil income,182.253135784,249.93575,13.0
Y24H6080323P01,Y24H6080323,1,Train,Public,"$5,000-$5,999 ($260,000-$311,999)",High,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,2,2+ cars,Female,Self,Being Purchased,Hobsons Bay (C),"$1,750-$1,999 ($91,000-$103,999)",519.234549892,549.5586661,37.0
Y24H6080325P01,Y24H6080325,1,Train,Public,"$1,250-$1,499 ($65,000-$77,999)",Medium,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,0,No car,Male,Self,Being Rented,Hobsons Bay (C),"$1,250-$1,499 ($65,000-$77,999)",424.788032732,542.3115035,40.0
Y24H6080327P04,Y24H6080327,4,Vehicle Passenger,Private,"$8,000 or more ($416,000 or more)",High,Labourers,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,2,2+ cars,Male,Child,Being Purchased,Hobsons Bay (C),"$1-$149 ($1-$7,799)",637.243238181,454.456514,10.0
Y24H6080329P01,Y24H6080329,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,1,1 car,Female,Self,Being Rented,Hobsons Bay (C),"$2,000-$2,999 ($104,000-$155,999)",344.737951311,500.6693736,9.0
Y24H6080336P01,Y24H6080336,1,Walking,Active,"$800-$999 ($41,600-$51,999)",Medium,Clerical and Administrative Workers,Clerical/Service workers,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,1,1 car,Female,Self,Being Rented,Hobsons Bay (C),"$800-$999 ($41,600-$51,999)",343.544705899,326.6116532,10.0
Y24H6080336P02,Y24H6080336,2,Walking,Active,"$800-$999 ($41,600-$51,999)",Medium,Not in Work Force,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,1,1 car,Female,Child,Being Rented,Hobsons Bay (C),Nil income,287.137543834,326.6116532,20.0
Y24H6080336P03,Y24H6080336,3,Walking,Active,"$800-$999 ($41,600-$51,999)",Medium,Not in Work Force,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,1,1 car,Female,Child,Being Rented,Hobsons Bay (C),Nil income,287.137543834,326.6116532,20.0
Y24H6080403P01,Y24H6080403,1,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Clerical and Administrative Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Female,Self,Being Purchased,Whittlesea (C),"$1,250-$1,499 ($65,000-$77,999)",841.018676981,1201.272007,33.0
Y24H6080403P02,Y24H6080403,2,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Male,Spouse,Being Purchased,Whittlesea (C),"$1,750-$1,999 ($91,000-$103,999)",824.452052417,1201.272007,27.0
Y24H6080403P03,Y24H6080403,3,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Male,Child,Being Purchased,Whittlesea (C),Nil income,1077.583768919,1201.272007,9.0
Y24H6080409P02,Y24H6080409,2,Vehicle Driver,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Clerical and Administrative Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",65->69,Seniors,1,1 car,Male,Spouse,Fully Owned,Whittlesea (C),"$1,750-$1,999 ($91,000-$103,999)",393.722480559,899.3918604,65.0
Y24H6080417P01,Y24H6080417,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,1,1 car,Male,Self,Being Purchased,Whittlesea (C),"$2,000-$2,999 ($104,000-$155,999)",1004.859259766,966.7808179,30.0
Y24H6080418P01,Y24H6080418,1,Vehicle Driver,Private,"$1-$149 ($1-$7,799)",Low,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",65->69,Seniors,1,1 car,Male,Self,Being Purchased,Whittlesea (C),"$1-$149 ($1-$7,799)",546.451916351,922.1353716,60.0
Y24H6080424P01,Y24H6080424,1,Vehicle Driver,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Machinery Operators and Drivers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,1,1 car,Male,Self,Occupied Rent-Free,Whittlesea (C),"$400-$499 ($20,800-$25,999)",691.071903201,645.8138096,4.0
Y24H6080428P01,Y24H6080428,1,Train,Public,"$1,250-$1,499 ($65,000-$77,999)",Medium,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,25->29,Young Adults,1,1 car,Female,Self,Being Rented,Whittlesea (C),"$500-$649 ($26,000-$33,799)",1117.712268224,823.0114947,20.0
Y24H6080428P02,Y24H6080428,2,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,25->29,Young Adults,1,1 car,Male,Spouse,Being Rented,Whittlesea (C),"$650-$799 ($33,800-$41,599)",1095.695254779,823.0114947,22.0
Y24H6080431P02,Y24H6080431,2,Vehicle Driver,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",70->74,Seniors,2,2+ cars,Male,Child,Being Purchased,Whittlesea (C),"$2,000-$2,999 ($104,000-$155,999)",336.850777557,659.3295302,8.0
Y24H6080431P03,Y24H6080431,3,Vehicle Driver,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Clerical and Administrative Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,2,2+ cars,Female,Child,Being Purchased,Whittlesea (C),"$1,250-$1,499 ($65,000-$77,999)",486.556550288,659.3295302,5.0
Y24H6080437P01,Y24H6080437,1,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,3,2+ cars,Female,Self,Being Purchased,Whittlesea (C),"$2,000-$2,999 ($104,000-$155,999)",642.180911167,917.26138,26.0
Y24H6080437P02,Y24H6080437,2,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,3,2+ cars,Male,Spouse,Being Purchased,Whittlesea (C),"$2,000-$2,999 ($104,000-$155,999)",649.418897189,917.26138,16.0
Y24H6080437P03,Y24H6080437,3,Bicycle,Active,"$5,000-$5,999 ($260,000-$311,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,3,2+ cars,Male,Child,Being Purchased,Whittlesea (C),Nil income,822.81612231,917.26138,10.0
Y24H6080439P01,Y24H6080439,1,Train,Public,"$3,500-$3,999 ($182,000-$207,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,1,1 car,Male,Self,Being Purchased,Whittlesea (C),"$3,000-$3,499 ($156,000-$181,999)",575.02055043,553.2305471,58.0
Y24H6080439P03,Y24H6080439,3,Vehicle Passenger,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,1,1 car,Female,Child,Being Purchased,Whittlesea (C),Nil income,527.148395086,553.2305471,26.0
Y24H6080439P04,Y24H6080439,4,Vehicle Passenger,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,1,1 car,Female,Child,Being Purchased,Whittlesea (C),Nil income,510.183125003,553.2305471,26.0
Y24H6080502P02,Y24H6080502,2,Train,Public,"$1-$149 ($1-$7,799)",Low,Clerical and Administrative Workers,Clerical/Service workers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,1,1 car,Female,Child,Fully Owned,Brimbank (C),"$1-$149 ($1-$7,799)",416.803760482,339.6926251,43.0
Y24H6080510P02,Y24H6080510,2,Vehicle Driver,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,2,2+ cars,Male,Child,Being Purchased,Brimbank (C),"$1,750-$1,999 ($91,000-$103,999)",470.250606159,420.4483572,20.0
Y24H6080513P02,Y24H6080513,2,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Clerical and Administrative Workers,Clerical/Service workers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Female,Spouse,Being Purchased,Brimbank (C),"$1,500-$1,749 ($78,000-$90,999)",337.947818851,345.8633325,21.0
Y24H6080513P03,Y24H6080513,3,Vehicle Passenger,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Female,Child,Being Purchased,Brimbank (C),Nil income,395.069228724,345.8633325,10.0
Y24H6080513P04,Y24H6080513,4,Vehicle Passenger,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Female,Child,Being Purchased,Brimbank (C),Nil income,395.069228724,345.8633325,10.0
Y24H6080515P01,Y24H6080515,1,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Labourers,Trades/Labourers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,2,2+ cars,Male,Self,Fully Owned,Brimbank (C),"$800-$999 ($41,600-$51,999)",514.519344267,298.3687218,45.0
Y24H6080515P02,Y24H6080515,2,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Managers,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Female,Spouse,Fully Owned,Brimbank (C),"$1,000-$1,249 ($52,000-$64,999)",250.294481138,298.3687218,33.0
Y24H6080515P03,Y24H6080515,3,Vehicle Passenger,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,2,2+ cars,Male,Child,Fully Owned,Brimbank (C),Negative income,407.027311694,298.3687218,15.0
